season,name,nation,team,position,90s,goal,shoot,ontarget,ontarget%,shoot/90,ontarget/90,goal/shoot,goal/ontarget,fk,pass,shortpass,mediumpass,longpass,assist,keypass,throw,cross,ck,tackle,cut,block,intercept,clearing,match,time,foul,gainfoul,offside
20,이동경_울산,KOR,울산,MF,6.677777778,2,20,5,0.25,0.222222222,0.055555556,0.1,0.4,2,204,121,67,16,1,13,2,3,11,1,20,0,5,5,18,601,14,12,0
20,윤평국_광주,KOR,광주,GK,14.92222222,0,0,0,0,0,0,0,0,50,203,0,68,95,0,0,0,0,0,0,7,0,0,9,14,1343,0,4,0
20,박병현_상주,KOR,상주,DF,5.211111111,0,5,1,0.2,0.055555556,0.011111111,0,0,2,198,55,129,14,0,1,0,0,0,3,29,4,10,20,5,469,8,0,0
20,김호남_인천,KOR,인천,W,9.655555556,2,19,9,0.473684211,0.211111111,0.1,0.105263158,0.222222222,1,193,132,50,11,0,3,4,4,10,2,21,0,6,4,14,869,15,12,2
20,박수일_성남,KOR,성남,FB,6.555555556,0,6,0,0,0.066666667,0,0,0,0,187,134,41,12,0,2,9,0,0,3,19,2,9,5,11,590,11,8,2
20,노동건_수원,KOR,수원,GK,11.75555556,0,0,0,0,0,0,0,0,32,184,0,69,86,0,0,0,0,0,0,0,0,0,10,11,1058,0,0,0
20,데이비슨_울산,KOR,울산,FB,4.244444444,0,4,0,0,0.044444444,0,0,0,4,184,104,66,14,0,2,33,5,0,3,25,1,4,11,4,382,8,0,0
20,김선우_상주,KOR,상주,MF,4.477777778,0,7,1,0.142857143,0.077777778,0.011111111,0,0,4,181,102,65,14,0,1,2,2,7,7,21,1,8,2,6,403,6,3,0
20,정산_인천,KOR,인천,GK,12.77777778,0,0,0,0,0,0,0,0,36,179,0,70,72,0,0,0,0,0,5,12,0,4,8,12,1150,0,0,0
20,김승준_부산,KOR,부산,FW,6.488888889,0,3,1,0.333333333,0.033333333,0.011111111,0,0,2,178,123,46,9,0,5,2,0,0,4,10,0,12,7,11,584,11,10,0
20,김용환_상주,KOR,상주,FB,3.166666667,0,0,0,0,0,0,0,0,0,175,90,62,23,1,4,16,7,0,1,12,2,3,5,3,285,0,3,0
20,신형민_전북,KOR,전북,MF,3.488888889,0,0,0,0,0,0,0,0,5,171,88,63,20,0,2,1,1,0,0,17,1,7,7,9,314,0,5,0
20,김현성_성남,KOR,성남,FW,10.72222222,0,15,5,0.333333333,0.166666667,0.055555556,0,0,1,169,126,40,3,1,8,0,1,0,0,13,0,9,7,15,965,17,24,0
20,마하지_인천,KOR,인천,MF,5.2,0,0,0,0,0,0,0,0,6,168,72,73,23,0,2,1,0,0,13,27,1,7,3,7,468,9,8,0
20,최준혁_광주,KOR,광주,MF,6.122222222,0,2,1,0.5,0.022222222,0.011111111,0,0,9,166,90,66,10,1,4,0,2,0,5,46,3,12,10,10,551,4,10,0
20,최성근_수원,KOR,수원,MF,3.177777778,0,3,1,0.333333333,0.033333333,0.011111111,0,0,6,162,104,49,9,0,2,1,1,0,2,9,1,3,0,5,286,4,6,0
20,최영은_대구,KOR,대구,GK,10.64444444,0,0,0,0,0,0,0,0,9,158,0,59,73,0,0,0,0,0,2,0,0,5,3,10,958,0,3,0
20,김주공_광주,KOR,광주,W,9.455555556,2,12,2,0.166666667,0.133333333,0.022222222,0.166666667,1,0,150,109,37,4,3,6,1,2,0,1,21,0,7,4,23,851,9,13,2
20,구스타보_전북,KOR,전북,FW,12.52222222,5,55,13,0.236363636,0.611111111,0.144444444,0.090909091,0.384615385,2,146,114,30,0,2,5,1,2,0,2,15,1,3,11,14,1127,12,7,10
20,두현석_광주,KOR,광주,W,6.488888889,1,11,3,0.272727273,0.122222222,0.033333333,0.090909091,0.333333333,13,146,85,44,17,0,9,0,6,9,1,23,0,4,6,11,584,4,12,3
20,박대원_수원,KOR,수원,DF,3.888888889,0,2,0,0,0.022222222,0,0,0,5,146,77,62,7,0,1,10,0,0,1,22,1,8,11,4,350,5,3,0
20,오세훈_상주,KOR,상주,FW,11.94444444,4,26,12,0.461538462,0.288888889,0.133333333,0.153846154,0.333333333,2,145,103,38,4,2,11,0,1,0,0,17,0,3,8,13,1075,23,18,5
20,크르피치_수원,KOR,수원,FW,7.7,2,12,6,0.5,0.133333333,0.066666667,0.166666667,0.333333333,1,142,102,35,5,1,7,0,0,0,0,7,1,7,5,13,693,14,5,1
20,유상훈_서울,KOR,서울,GK,11.7,0,0,0,0,0,0,0,0,38,139,0,44,67,0,0,1,0,0,1,8,0,5,10,11,1053,0,3,0
20,홍정운_대구,KOR,대구,DF,3.277777778,0,3,1,0.333333333,0.033333333,0.011111111,0,0,9,133,55,61,17,0,0,2,0,0,2,16,1,5,6,4,295,7,0,0
20,김명준_부산,KOR,부산,DF,5.288888889,0,1,0,0,0.011111111,0,0,0,10,132,46,61,25,0,0,0,0,0,3,32,2,8,20,8,476,8,2,0
20,김진규_부산,KOR,부산,MF,4.033333333,1,8,1,0.125,0.088888889,0.011111111,0.125,1,8,130,66,48,16,2,2,1,4,1,1,12,2,3,4,8,363,8,0,1
20,최오백_성남,KOR,성남,W,4.822222222,0,4,1,0.25,0.044444444,0.011111111,0,0,1,129,98,26,5,0,4,8,4,2,0,9,0,0,4,8,434,0,12,4
20,이동국_전북,KOR,전북,FW,5.5,4,22,8,0.363636364,0.244444444,0.088888889,0.181818182,0.5,2,127,102,0,8,0,5,1,2,0,0,0,0,3,0,11,495,4,7,2
20,정한민_서울,KOR,서울,W,8.677777778,2,12,3,0.25,0.133333333,0.033333333,0.166666667,0.666666667,0,125,100,0,4,0,6,0,1,0,3,28,0,12,5,11,781,5,7,1
20,황병근_상주,KOR,상주,GK,6.366666667,0,0,0,0,0,0,0,0,12,125,51,46,28,0,0,0,0,0,0,0,0,0,5,6,573,0,0,0
20,윤용호_성남,KOR,성남,MF,2.455555556,0,2,0,0,0.022222222,0,0,0,6,120,66,49,5,0,4,1,2,5,1,8,0,3,0,5,221,8,3,0
20,이태희_인천,KOR,인천,GK,12.84444444,0,0,0,0,0,0,0,0,49,120,0,25,74,0,0,0,0,0,0,0,0,0,11,12,1156,0,5,0
20,홍시후_성남,KOR,성남,W,7.288888889,1,12,6,0.5,0.133333333,0.066666667,0.083333333,0.166666667,0,119,85,32,0,1,6,2,1,0,1,9,0,5,0,12,656,10,16,1
20,임선영_성남,KOR,성남,MF,4.588888889,0,4,1,0.25,0.044444444,0.011111111,0,0,0,116,75,33,8,0,0,0,2,1,0,19,1,9,7,6,413,0,5,2
20,박동진_상주,KOR,상주,FW,6.577777778,2,24,10,0.416666667,0.266666667,0.111111111,0.083333333,0.2,1,114,83,31,0,0,2,1,0,0,1,9,0,6,4,10,592,18,17,1
20,임은수_인천,KOR,인천,MF,3.711111111,0,3,0,0,0.033333333,0,0,0,1,114,67,39,8,0,1,0,1,0,2,18,2,7,5,5,334,6,7,0
20,정재희_상주,KOR,상주,W,5.9,3,13,5,0.384615385,0.144444444,0.055555556,0.230769231,0.6,0,114,89,0,0,0,5,3,3,7,0,13,0,7,3,9,531,4,3,0
20,송승민_상주,KOR,상주,W,7.544444444,1,7,7,1,0.077777778,0.077777778,0.142857143,0.142857143,0,111,76,29,6,0,6,2,2,0,0,29,0,7,2,11,679,16,12,5
20,요바노비치_성남,KOR,성남,DF,2.111111111,0,0,0,0,0,0,0,0,3,111,55,39,17,0,0,0,0,0,3,13,0,3,5,2,190,3,0,0
20,한석희_수원,KOR,수원,FW,10.48888889,0,18,10,0.555555556,0.2,0.111111111,0,0,0,109,90,0,0,0,9,0,2,0,6,27,1,7,5,14,944,17,14,4
20,김성준_울산,KOR,울산,MF,2.066666667,0,2,0,0,0.022222222,0,0,0,1,105,64,37,4,0,2,0,1,0,0,0,1,4,0,3,186,3,0,0
20,전종혁_성남,KOR,성남,GK,4.266666667,0,0,0,0,0,0,0,0,15,100,0,44,40,0,0,0,0,0,0,0,0,0,0,4,384,0,0,0
20,정원진_상주,KOR,상주,MF,3.566666667,1,7,2,0.285714286,0.077777778,0.022222222,0.142857143,0.5,9,100,59,32,9,0,6,0,4,11,0,9,0,5,0,6,321,3,5,0
20,김정환_광주,KOR,광주,W,6.288888889,2,9,4,0.444444444,0.1,0.044444444,0.222222222,0.5,0,97,64,27,6,2,4,2,4,1,2,7,2,6,0,11,566,6,9,1
20,박준희_광주,KOR,광주,DF,1.911111111,0,1,0,0,0.011111111,0,0,0,4,96,51,42,3,0,0,21,1,0,1,8,0,4,3,2,172,0,3,0
20,서보민_성남,KOR,성남,FB,2.966666667,0,5,1,0.2,0.055555556,0.011111111,0,0,5,92,51,32,9,1,1,20,3,0,1,9,0,0,8,5,267,0,0,0
20,서민우_강원,KOR,강원,W,3.222222222,0,1,0,0,0.011111111,0,0,0,2,91,60,29,0,0,1,1,0,0,2,12,0,3,3,8,290,6,4,1
20,비욘존슨_울산,KOR,울산,FW,6.833333333,5,25,12,0.48,0.277777778,0.133333333,0.2,0.416666667,0,90,55,34,0,1,9,0,2,0,0,13,0,5,4,18,615,9,3,3
20,김효기_광주,KOR,광주,FW,3.911111111,0,7,1,0.142857143,0.077777778,0.011111111,0,0,0,89,78,0,0,0,1,0,0,0,0,14,0,6,0,12,352,3,5,2
20,이근호_울산,KOR,울산,FW,3.511111111,0,5,1,0.2,0.055555556,0.011111111,0,0,0,89,61,26,0,3,7,0,1,0,3,13,0,0,6,12,316,7,6,5
20,정준연_광주,KOR,광주,DF,3.144444444,0,3,0,0,0.033333333,0,0,0,0,89,54,29,6,0,1,27,1,0,2,14,1,5,10,3,283,0,11,0
20,진성욱_제주,KOR,제주,FW,5.1,0,10,6,0.6,0.111111111,0.066666667,0,0,0,88,62,24,0,1,4,0,0,0,0,0,0,4,4,5,459,12,12,2
20,박대한_인천,KOR,인천,FB,1.8,0,1,1,1,0.011111111,0.011111111,0,0,2,87,59,27,0,0,2,13,1,0,1,0,0,0,5,3,162,0,0,0
20,최범경_인천,KOR,인천,MF,2.888888889,0,4,1,0.25,0.044444444,0.011111111,0,0,0,86,70,0,0,0,2,1,0,1,0,13,1,0,0,9,260,0,8,0
20,김한길_전남,KOR,전남,W,2.566666667,0,1,1,1,0.011111111,0.011111111,0,0,3,85,65,0,3,0,2,11,1,0,1,17,0,0,0,4,231,0,6,0
20,강상희_서울,KOR,서울,DF,2.4,0,0,0,0,0,0,0,0,0,84,44,35,5,0,0,16,0,0,0,7,2,3,5,3,216,4,3,0
20,이상헌_울산,KOR,울산,MF,4.477777778,1,11,6,0.545454545,0.122222222,0.066666667,0.090909091,0.166666667,1,84,61,0,0,0,5,0,2,0,2,0,0,0,0,8,403,7,8,1
20,빈치씽코_부산,KOR,부산,FW,6.366666667,0,11,3,0.272727273,0.122222222,0.033333333,0,0,0,83,55,22,6,0,3,1,1,0,3,11,1,3,11,14,573,12,11,2
20,박정인_울산,KOR,울산,FW,3.711111111,0,6,1,0.166666667,0.066666667,0.011111111,0,0,0,82,67,0,0,1,3,0,0,0,0,8,0,4,2,7,334,6,4,0
20,기성용_서울,KOR,서울,MF,1.6,0,3,0,0,0.033333333,0,0,0,4,78,0,26,12,0,0,0,1,0,1,0,0,0,0,5,144,3,4,0
20,김정호_부산,KOR,부산,GK,4.288888889,0,0,0,0,0,0,0,0,17,77,0,30,30,0,0,0,0,0,0,0,0,0,4,4,386,0,0,0
20,이순민_광주,KOR,광주,DF,2.133333333,0,2,1,0.5,0.022222222,0.011111111,0,0,0,72,47,0,0,0,2,33,1,0,2,13,1,0,4,2,192,5,0,1
20,토미_성남,KOR,성남,FW,5.144444444,3,21,10,0.476190476,0.233333333,0.111111111,0.142857143,0.3,6,69,48,0,0,0,6,1,2,10,0,0,1,0,3,14,463,5,0,1
20,이준석_인천,KOR,인천,W,4.677777778,0,2,0,0,0.022222222,0,0,0,0,67,0,0,0,1,2,0,1,0,0,12,0,5,4,8,421,6,7,1
20,정지용_강원,KOR,강원,W,2.711111111,0,5,2,0.4,0.055555556,0.022222222,0,0,0,67,46,0,0,0,6,1,2,0,0,7,0,0,0,8,244,8,7,1
20,박세진_상주,KOR,상주,FB,3.677777778,0,4,0,0,0.044444444,0,0,0,5,66,44,0,3,0,4,4,6,10,5,15,0,3,0,12,331,7,12,3
20,임상협_수원,KOR,수원,W,2.933333333,0,3,1,0.333333333,0.033333333,0.011111111,0,0,0,66,49,0,0,0,3,4,1,0,0,0,0,0,0,6,264,7,3,1
20,양유민_서울,KOR,서울,W,1.977777778,0,2,0,0,0.022222222,0,0,0,2,65,0,0,0,0,2,7,3,1,4,18,0,4,0,4,178,5,0,0
20,오후성_대구,KOR,대구,MF,1.722222222,0,2,1,0.5,0.022222222,0.011111111,0,0,0,62,0,0,0,0,2,1,3,0,0,0,0,3,0,6,155,0,3,0
20,이근호_상주,KOR,상주,FW,3.811111111,0,10,4,0.4,0.111111111,0.044444444,0,0,0,62,48,0,0,1,6,1,2,0,0,0,0,0,0,7,343,4,7,0
20,최병찬_부천,KOR,부천,W,2.522222222,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,1,2,12,0,0,3,5,227,6,6,1
20,마르코_광주,KOR,광주,FW,2.444444444,0,4,1,0.25,0.044444444,0.011111111,0,0,1,55,0,0,6,1,3,3,1,0,0,0,0,0,0,8,220,0,0,1
20,정동호_울산,KOR,울산,FB,1.077777778,0,0,0,0,0,0,0,0,0,51,0,0,5,0,0,4,2,0,0,0,0,3,0,1,97,0,0,0
20,박지민_상주,KOR,상주,GK,3.177777778,0,0,0,0,0,0,0,0,12,50,0,0,18,0,0,0,0,0,0,0,0,0,0,3,286,0,0,0
20,이성윤_전북,KOR,전북,W,2.522222222,1,8,3,0.375,0.088888889,0.033333333,0.125,0.333333333,0,50,0,0,0,0,0,1,2,0,0,11,0,4,0,5,227,7,0,0
20,전승민_성남,KOR,성남,MF,0.8,0,0,0,0,0,0,0,0,1,49,0,26,0,0,1,0,0,0,0,0,0,0,0,1,72,0,0,0
20,허용준_상주,KOR,상주,FW,2.166666667,0,4,0,0,0.044444444,0,0,0,0,48,0,0,0,0,0,0,0,0,2,10,0,4,0,4,195,5,4,1
20,오현규_상주,KOR,상주,FW,2.911111111,2,10,2,0.2,0.111111111,0.022222222,0.2,1,1,46,0,0,3,0,2,0,0,1,0,0,0,0,4,5,262,7,5,1
20,차오연_서울,KOR,서울,DF,0.822222222,0,0,0,0,0,0,0,0,2,46,0,0,8,0,0,0,0,0,0,7,1,0,0,3,74,0,0,0
20,한의권_수원,KOR,수원,W,2.177777778,0,2,1,0.5,0.022222222,0.011111111,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,6,196,5,6,0
20,김대중_인천,KOR,인천,DF,2.1,1,3,1,0.333333333,0.033333333,0.011111111,0.333333333,1,0,44,0,22,4,0,1,0,0,0,0,9,2,0,4,6,189,0,0,2
20,권용현_안양,KOR,안양,MF,2.044444444,0,1,0,0,0.011111111,0,0,0,0,43,0,0,0,0,2,1,0,0,0,0,0,0,0,4,184,4,5,0
20,황태현_대구,KOR,대구,FB,1.211111111,0,0,0,0,0,0,0,0,0,42,0,0,5,0,1,10,2,0,0,0,0,0,0,4,109,0,0,0
20,구자룡_전북,KOR,전북,FB,1.111111111,0,0,0,0,0,0,0,0,0,40,0,24,0,0,0,0,0,0,3,0,0,4,2,2,100,0,0,0
20,라스_수원FC,KOR,수원FC,FW,2.722222222,1,14,3,0.214285714,0.155555556,0.033333333,0.071428571,0.333333333,0,40,0,0,0,0,1,1,2,0,0,0,0,0,2,10,245,5,4,0
20,아드리아노_서울,KOR,서울,FW,2.811111111,0,7,2,0.285714286,0.077777778,0.022222222,0,0,1,40,0,0,0,0,2,0,0,0,0,0,0,0,0,7,253,4,5,1
20,이수빈_전북,KOR,전북,MF,1.4,0,0,0,0,0,0,0,0,0,40,0,0,0,0,1,0,1,0,0,0,1,0,0,4,126,0,0,0
20,고영준_포항,KOR,포항,MF,1.355555556,2,9,4,0.444444444,0.1,0.044444444,0.222222222,0.5,0,38,0,0,0,1,6,1,2,0,0,0,0,0,0,8,122,0,0,0
20,안진범_인천,KOR,인천,MF,1.222222222,0,0,0,0,0,0,0,0,1,38,0,0,0,0,2,0,1,1,0,0,0,0,0,3,110,0,3,0
20,김종우_수원,KOR,수원,MF,0.844444444,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,3,0,0
20,김현_부산,KOR,부산,FW,3.444444444,1,9,3,0.333333333,0.1,0.033333333,0.111111111,0.333333333,0,36,0,0,0,0,0,0,0,0,2,9,0,0,2,7,310,4,3,1
20,김태윤_광주,KOR,광주,DF,0.744444444,0,0,0,0,0,0,0,0,0,35,0,24,7,0,0,0,0,0,2,0,2,0,0,1,67,0,0,0
20,윤종태_대구,KOR,대구,MF,1.444444444,0,3,1,0.333333333,0.033333333,0.011111111,0,0,0,33,0,0,0,0,0,1,0,0,0,0,0,0,0,4,130,5,0,0
20,강지훈_상주,KOR,상주,MF,0.911111111,0,1,1,1,0.011111111,0.011111111,0,0,1,31,0,0,0,1,1,8,2,1,0,0,0,2,0,1,82,4,0,0
20,정훈성_울산,KOR,울산,FW,1.788888889,1,3,1,0.333333333,0.033333333,0.011111111,0.333333333,1,0,28,0,0,0,0,0,1,0,0,1,0,0,0,0,5,161,10,0,0
20,김동헌_인천,KOR,인천,GK,3.211111111,0,0,0,0,0,0,0,0,7,27,0,0,18,0,0,0,0,0,0,0,0,0,3,3,289,0,0,0
20,이희균_광주,KOR,광주,FW,0.955555556,0,2,1,0.5,0.022222222,0.011111111,0,0,0,25,0,0,0,0,0,2,0,0,0,0,0,0,0,2,86,0,0,0
20,이호석_인천,KOR,인천,MF,1.055555556,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,3,95,5,0,0
20,권성윤_서울,KOR,서울,FW,0.777777778,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,1,0,0,0,0,0,0,2,70,0,3,1
20,박관우_부산,KOR,부산,FW,1.466666667,0,3,0,0,0.033333333,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,5,132,0,0,0
20,김준형_수원,KOR,수원,MF,0.388888889,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,0,0,2,35,0,0,0
20,남준재_포항,KOR,포항,FW,0.922222222,0,3,1,0.333333333,0.033333333,0.011111111,0,0,0,20,0,0,0,0,0,0,1,0,0,0,0,3,0,7,83,5,0,0
20,장성원_대구,KOR,대구,DF,0.588888889,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1,4,0,0,0,0,0,0,0,2,53,0,0,0
20,케힌데_인천,KOR,인천,FW,1.477777778,0,0,0,0,0,0,0,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,3,3,133,0,5,0
20,류승우_제주,KOR,제주,MF,0.522222222,0,1,0,0,0.011111111,0,0,0,1,15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,47,0,0,0
20,정성민_부산,KOR,부산,FW,1.388888889,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,3,3,125,3,0,1
20,강현묵_수원,KOR,수원,MF,0.533333333,0,1,0,0,0.011111111,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,0,0,0
20,박재훈_포항,KOR,포항,MF,0.388888889,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,35,0,0,0
20,한지호_경남,KOR,경남,MF,0.833333333,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,1,0,0,0,0,0,0,3,75,0,0,0
20,김진현_광주,KOR,광주,MF,0.688888889,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,2,0,0,0,2,2,62,0,0,0
20,나성은_전북,KOR,전북,FW,0.522222222,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,47,0,4,0
20,이시헌_전북,KOR,전북,MF,0.555555556,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,0,0,0
20,박호영_부산,KOR,부산,DF,0.855555556,0,1,0,0,0.011111111,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,77,3,0,0
20,정치인_대구,KOR,대구,FW,0.444444444,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,2,40,3,0,0
20,이종욱_인천,KOR,인천,FW,0.666666667,0,0,1,0,0,0.011111111,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,2,60,0,0,2
20,이지민_부산,KOR,부산,DF,0.255555556,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,2,0,0,0,0,1,0,0,2,23,0,0,0
20,부노자_인천,KOR,인천,DF,0.111111111,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0
20,정창용_인천,KOR,인천,MF,0.244444444,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0
20,구스타보_인천,KOR,인천,MF,0.433333333,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,39,0,0,0
20,유주안_수원FC,KOR,수원FC,FW,0.166666667,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0
20,고재현_서울E,KOR,서울E,MF,0.511111111,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,3,0,0
20,조석영_서울,KOR,서울,DF,0.122222222,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0
20,페시치_서울,KOR,서울,FW,0.244444444,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0
20,김주환_포항,KOR,포항,DF,0.044444444,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
20,이승재_서울,KOR,서울,MF,0.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0
20,이제호_인천,KOR,인천,MF,0.066666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0
20,전세진_상주,KOR,상주,FW,0.055555556,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0
20,헤이스_부산,KOR,부산,FW,0.122222222,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0
